Subject,Course Score,Learning Score,quiz Score,Complexity,Learning Content
Software Engineering and Development,97,81,100,advanced,assignment
Cloud Computing,73,77,86,advanced,quiz
Database Management,77,85,85,advanced,quiz
Database Management,86,97,79,advanced,video
Cloud Computing,90,99,85,advanced,video
CyberSecurity,94,81,96,advanced,assignment
CyberSecurity,96,75,93,advanced,assignment
Network and System Administration,75,93,91,advanced,quiz
Devops and Systems Integration,80,88,92,advanced,quiz
Data Science and Analytics,71,88,75,advanced,quiz
Data Science and Analytics,77,90,95,advanced,quiz
IT Project Management,73,72,90,advanced,assignment
Data Science and Analytics,75,99,80,advanced,quiz
Software Engineering and Development,79,88,87,advanced,quiz
IT Project Management,78,95,74,advanced,video
CyberSecurity,97,87,92,advanced,assignment
CyberSecurity,85,76,79,advanced,assignment
Artificial Intelligence and Machine Learning,81,97,73,advanced,video
Artificial Intelligence and Machine Learning,84,71,88,advanced,assignment
Database Management,84,77,74,advanced,video
Cloud Computing,77,84,71,advanced,video
Database Management,72,88,95,advanced,quiz
Web Development,78,92,77,advanced,video
Artificial Intelligence and Machine Learning,80,84,72,advanced,video
Database Management,71,85,83,advanced,quiz
CyberSecurity,71,80,71,advanced,quiz
CyberSecurity,99,77,72,advanced,video
Artificial Intelligence and Machine Learning,76,80,94,advanced,quiz
CyberSecurity,86,83,84,advanced,assignment
Web Development,79,96,72,advanced,video
Cloud Computing,86,80,79,advanced,video
Web Development,72,82,95,advanced,quiz
Data Science and Analytics,90,98,73,advanced,video
Cloud Computing,83,83,74,advanced,video
Devops and Systems Integration,83,83,76,advanced,video
Network and System Administration,95,97,73,advanced,video
Database Management,87,79,81,advanced,assignment
Web Development,85,83,76,advanced,video
Devops and Systems Integration,61,89,4,beginner,text
Cloud Computing,88,17,78,beginner,audio
Devops and Systems Integration,6,15,27,beginner,pdf
Cloud Computing,40,12,9,beginner,pdf
Web Development,28,73,7,beginner,text
Web Development,95,83,55,beginner,audio
Network and System Administration,82,89,31,beginner,text
Devops and Systems Integration,50,38,87,beginner,pdf
CyberSecurity,31,9,15,beginner,text
Artificial Intelligence and Machine Learning,69,85,1,beginner,audio
IT Project Management,70,28,2,beginner,text
Database Management,69,60,19,beginner,audio
Artificial Intelligence and Machine Learning,23,16,74,beginner,audio
Cloud Computing,50,53,38,beginner,pdf
Devops and Systems Integration,19,6,14,beginner,pdf
CyberSecurity,58,88,49,beginner,text
Software Engineering and Development,60,89,17,beginner,pdf
Web Development,20,64,61,beginner,text
CyberSecurity,100,8,64,beginner,text
IT Project Management,15,31,39,beginner,text
Web Development,69,96,100,beginner,audio
Data Science and Analytics,81,85,54,beginner,text
Cloud Computing,79,13,7,beginner,pdf
Cloud Computing,49,30,95,beginner,audio
CyberSecurity,36,76,52,beginner,pdf
Database Management,57,4,57,beginner,audio
Devops and Systems Integration,74,4,63,beginner,audio
Database Management,35,31,84,beginner,audio
Network and System Administration,10,77,88,beginner,pdf
Network and System Administration,64,59,72,beginner,audio
Artificial Intelligence and Machine Learning,8,42,9,beginner,audio
Network and System Administration,83,55,96,beginner,text
IT Project Management,56,22,68,beginner,text
Artificial Intelligence and Machine Learning,92,79,94,advanced,text
Database Management,99,76,76,advanced,pdf
IT Project Management,53,30,7,beginner,text
Database Management,91,60,71,beginner,audio
Software Engineering and Development,18,39,73,beginner,pdf
Database Management,94,65,13,beginner,pdf
Database Management,17,57,43,beginner,audio
Cloud Computing,54,15,62,beginner,text
CyberSecurity,100,82,46,beginner,pdf
Cloud Computing,20,68,63,beginner,pdf
Data Science and Analytics,46,90,28,beginner,audio
Artificial Intelligence and Machine Learning,58,39,45,beginner,pdf
Devops and Systems Integration,20,84,98,beginner,audio
Software Engineering and Development,38,21,62,beginner,text
Software Engineering and Development,56,37,15,beginner,pdf
IT Project Management,33,9,10,beginner,text
Devops and Systems Integration,73,97,40,beginner,audio
Artificial Intelligence and Machine Learning,52,25,58,beginner,pdf
Web Development,99,50,80,beginner,pdf
Cloud Computing,95,33,83,beginner,text
Data Science and Analytics,2,30,21,beginner,pdf
IT Project Management,99,62,22,beginner,pdf
Cloud Computing,19,7,99,beginner,audio
Software Engineering and Development,58,53,39,beginner,pdf
Database Management,78,66,57,beginner,pdf
Devops and Systems Integration,18,31,16,beginner,audio
Database Management,48,37,26,beginner,pdf
Web Development,97,79,13,beginner,audio
Software Engineering and Development,15,9,33,beginner,pdf
Database Management,31,8,42,beginner,pdf
Devops and Systems Integration,97,74,94,advanced,audio
Artificial Intelligence and Machine Learning,35,9,24,beginner,pdf
Software Engineering and Development,87,14,70,beginner,audio
Cloud Computing,46,20,38,beginner,audio
Network and System Administration,59,30,15,beginner,audio
CyberSecurity,86,24,22,beginner,text
IT Project Management,91,47,84,beginner,text
Artificial Intelligence and Machine Learning,58,53,8,beginner,audio
Artificial Intelligence and Machine Learning,5,35,16,beginner,text
IT Project Management,73,23,92,beginner,text
Web Development,55,98,44,beginner,audio
CyberSecurity,61,67,53,intermediate,audio
Network and System Administration,76,98,74,advanced,text
Web Development,14,54,27,beginner,audio
Network and System Administration,40,44,22,beginner,pdf
CyberSecurity,52,73,87,beginner,text
Database Management,40,24,87,beginner,pdf
IT Project Management,20,94,74,beginner,text
IT Project Management,45,94,88,beginner,text
Database Management,85,55,95,beginner,audio
Artificial Intelligence and Machine Learning,60,84,59,beginner,pdf
Devops and Systems Integration,14,51,25,beginner,pdf
Cloud Computing,34,52,18,beginner,audio
Database Management,28,19,33,beginner,text
Data Science and Analytics,10,1,57,beginner,text
Web Development,3,30,58,beginner,pdf
Data Science and Analytics,37,54,24,beginner,text
Network and System Administration,14,98,41,beginner,pdf
Data Science and Analytics,94,6,16,beginner,audio
Artificial Intelligence and Machine Learning,95,59,99,beginner,audio
Network and System Administration,6,87,68,beginner,pdf
Artificial Intelligence and Machine Learning,50,7,96,beginner,pdf
CyberSecurity,96,48,18,beginner,pdf
Devops and Systems Integration,28,18,95,beginner,audio
Software Engineering and Development,77,65,14,beginner,text
Software Engineering and Development,55,52,81,beginner,pdf
Web Development,26,96,16,beginner,pdf
Network and System Administration,82,7,71,beginner,text
Data Science and Analytics,41,47,18,beginner,text
CyberSecurity,15,25,54,beginner,text
Artificial Intelligence and Machine Learning,45,35,93,beginner,text
Network and System Administration,5,25,92,beginner,audio
Data Science and Analytics,37,20,63,beginner,text
Devops and Systems Integration,24,40,25,beginner,pdf
Data Science and Analytics,77,11,69,beginner,text
Web Development,63,15,1,beginner,pdf
Data Science and Analytics,37,22,52,beginner,text
Network and System Administration,84,23,64,beginner,pdf
Network and System Administration,28,58,1,beginner,pdf
Database Management,15,11,86,beginner,audio
Network and System Administration,100,74,83,advanced,audio
Cloud Computing,42,73,98,beginner,text
Data Science and Analytics,29,64,35,beginner,pdf
Cloud Computing,80,78,81,advanced,text
Database Management,70,12,19,beginner,pdf
IT Project Management,34,72,95,beginner,text
Artificial Intelligence and Machine Learning,8,68,50,beginner,audio
IT Project Management,37,35,74,beginner,audio
Cloud Computing,3,37,96,beginner,audio
Cloud Computing,95,66,47,beginner,audio
Database Management,88,77,84,advanced,pdf
Software Engineering and Development,73,21,89,beginner,pdf
Devops and Systems Integration,94,4,20,beginner,audio
Network and System Administration,86,77,4,beginner,text
Devops and Systems Integration,77,47,6,beginner,audio
IT Project Management,87,61,54,beginner,pdf
Devops and Systems Integration,72,42,2,beginner,text
Web Development,26,49,78,beginner,text
Artificial Intelligence and Machine Learning,60,53,67,intermediate,audio
Artificial Intelligence and Machine Learning,91,49,75,beginner,audio
Software Engineering and Development,52,53,62,intermediate,audio
Web Development,24,8,39,beginner,audio
Database Management,92,82,20,beginner,text
Database Management,52,13,94,beginner,audio
Database Management,66,73,40,beginner,pdf
Web Development,82,38,99,beginner,audio
Cloud Computing,7,5,9,beginner,text
Database Management,94,41,13,beginner,text
CyberSecurity,78,84,51,beginner,pdf
Network and System Administration,94,73,16,beginner,audio
Database Management,99,69,40,beginner,pdf
Devops and Systems Integration,9,33,45,beginner,pdf
Network and System Administration,90,62,27,beginner,text
Database Management,37,19,19,beginner,text
CyberSecurity,67,7,36,beginner,audio
Artificial Intelligence and Machine Learning,28,69,41,beginner,audio
CyberSecurity,26,9,91,beginner,pdf
IT Project Management,71,39,79,beginner,audio
Cloud Computing,19,27,15,beginner,text
Web Development,73,37,51,beginner,audio
Web Development,50,67,42,intermediate,audio
Database Management,55,51,52,intermediate,audio
Devops and Systems Integration,44,41,88,beginner,audio
Cloud Computing,51,45,58,intermediate,text
Database Management,51,17,93,beginner,audio
Web Development,19,97,41,beginner,text
Database Management,59,12,83,beginner,text
Data Science and Analytics,12,72,32,beginner,text
IT Project Management,75,7,98,beginner,audio
Cloud Computing,85,99,16,beginner,text
Database Management,17,63,88,beginner,pdf
Web Development,32,3,65,beginner,audio
Software Engineering and Development,24,85,30,beginner,pdf
Artificial Intelligence and Machine Learning,84,97,88,advanced,text
Software Engineering and Development,53,63,97,beginner,text
Web Development,9,26,35,beginner,text
Software Engineering and Development,96,8,14,beginner,pdf
Devops and Systems Integration,73,45,14,beginner,audio
Software Engineering and Development,10,13,64,beginner,text
Software Engineering and Development,58,91,68,beginner,text
Cloud Computing,51,17,86,beginner,audio
Data Science and Analytics,94,28,59,beginner,pdf
Network and System Administration,40,15,27,beginner,pdf
Data Science and Analytics,75,37,92,beginner,audio
Devops and Systems Integration,98,84,85,advanced,audio
IT Project Management,49,46,57,intermediate,audio
Software Engineering and Development,31,28,52,beginner,pdf
Cloud Computing,9,34,67,beginner,pdf
Software Engineering and Development,55,27,76,beginner,text
Cloud Computing,71,3,61,beginner,audio
IT Project Management,59,65,44,intermediate,audio
CyberSecurity,47,10,19,beginner,pdf
Devops and Systems Integration,51,75,8,beginner,pdf
Artificial Intelligence and Machine Learning,33,32,63,beginner,audio
Devops and Systems Integration,76,54,17,beginner,audio
Database Management,6,67,13,beginner,text
Web Development,11,88,46,beginner,pdf
IT Project Management,51,75,76,beginner,pdf
Devops and Systems Integration,98,78,76,advanced,pdf
IT Project Management,5,26,40,beginner,audio
Data Science and Analytics,97,86,6,beginner,audio
Devops and Systems Integration,46,63,18,beginner,audio
Network and System Administration,35,54,73,beginner,pdf
CyberSecurity,27,71,2,beginner,pdf
Artificial Intelligence and Machine Learning,50,34,75,beginner,text
Cloud Computing,84,97,62,beginner,text
Data Science and Analytics,31,53,93,beginner,audio
Database Management,98,15,36,beginner,pdf
Software Engineering and Development,67,19,78,beginner,pdf
Web Development,35,91,16,beginner,pdf
Cloud Computing,79,52,100,beginner,pdf
Data Science and Analytics,45,58,33,beginner,audio
Software Engineering and Development,80,1,41,beginner,pdf
IT Project Management,75,100,58,beginner,text
CyberSecurity,37,16,50,beginner,pdf
Cloud Computing,86,28,48,beginner,pdf
Web Development,26,96,44,beginner,audio
Devops and Systems Integration,48,95,2,beginner,text
CyberSecurity,82,76,66,beginner,text
Artificial Intelligence and Machine Learning,46,87,62,beginner,audio
Artificial Intelligence and Machine Learning,94,11,17,beginner,pdf
IT Project Management,53,59,47,intermediate,pdf
Web Development,67,83,17,beginner,audio
Artificial Intelligence and Machine Learning,9,7,68,beginner,pdf
Data Science and Analytics,78,2,80,beginner,text
CyberSecurity,10,80,69,beginner,text
IT Project Management,27,81,22,beginner,text
Data Science and Analytics,16,91,17,beginner,text
Web Development,46,59,19,beginner,audio
