Subject,Course Score,Learning Score,Quiz Score,Complexity,Learning Content
Data Science and Analytics,78,91,94,Advanced,Quiz
Web Development,97,80,95,Advanced,Assignment
Data Science and Analytics,85,94,82,Advanced,Video
CyberSecurity,91,94,100,Advanced,Quiz
Database Management,74,99,97,Advanced,Quiz
Devops and Systems Integration,97,94,73,Advanced,Video
Data Science and Analytics,81,77,75,Advanced,Video
Devops and Systems Integration,91,75,73,Advanced,Video
Network and System Administration,85,74,90,Advanced,Assignment
Cloud Computing,92,90,94,Advanced,Assignment
Artificial Intelligence and Machine Learning,96,94,98,Advanced,Assignment
CyberSecurity,76,94,80,Advanced,Quiz
Artificial Intelligence and Machine Learning,99,100,82,Advanced,Video
Network and System Administration,94,76,100,Advanced,Assignment
Software Engineering and Development,78,75,72,Advanced,Video
Network and System Administration,75,90,93,Advanced,Quiz
Cloud Computing,99,93,89,Advanced,Video
CyberSecurity,85,73,73,Advanced,Assignment
CyberSecurity,89,87,89,Advanced,Assignment
Artificial Intelligence and Machine Learning,93,88,76,Advanced,Video
IT Project Management,74,90,71,Advanced,Video
Devops and Systems Integration,93,74,77,Advanced,Assignment
Artificial Intelligence and Machine Learning,89,84,72,Advanced,Video
CyberSecurity,86,82,72,Advanced,Video
Web Development,79,94,73,Advanced,Video
Artificial Intelligence and Machine Learning,92,84,79,Advanced,Video
IT Project Management,79,100,97,Advanced,Quiz
CyberSecurity,82,88,76,Advanced,Video
Network and System Administration,99,97,78,Advanced,Video
IT Project Management,70,97,100,Beginner,Quiz
IT Project Management,72,74,92,Advanced,Quiz
Web Development,90,89,90,Advanced,Assignment
CyberSecurity,86,76,85,Advanced,Assignment
IT Project Management,86,71,82,Advanced,Assignment
Database Management,73,87,93,Advanced,Quiz
Web Development,99,84,99,Advanced,Assignment
Data Science and Analytics,89,89,84,Advanced,Video
Artificial Intelligence and Machine Learning,93,98,88,Advanced,Video
Artificial Intelligence and Machine Learning,95,88,75,Advanced,Video
CyberSecurity,71,76,91,Advanced,Quiz
Data Science and Analytics,99,85,84,Advanced,Video
Cloud Computing,86,78,88,Advanced,Assignment
Web Development,89,97,83,Advanced,Video
Database Management,88,94,84,Advanced,Video
Database Management,93,82,83,Advanced,Assignment
CyberSecurity,95,85,97,Advanced,Assignment
Artificial Intelligence and Machine Learning,72,95,81,Advanced,Quiz
Cloud Computing,78,90,77,Advanced,Video
Software Engineering and Development,93,90,88,Advanced,Video
CyberSecurity,71,77,71,Advanced,Quiz
Data Science and Analytics,72,92,77,Advanced,Quiz
Devops and Systems Integration,98,99,73,Advanced,Video
Cloud Computing,86,87,85,Advanced,Video
Data Science and Analytics,97,71,83,Advanced,Assignment
Web Development,86,85,74,Advanced,Video
Software Engineering and Development,100,74,97,Advanced,Assignment
CyberSecurity,74,80,97,Advanced,Quiz
Devops and Systems Integration,100,90,89,Advanced,Video
Data Science and Analytics,70,83,76,Beginner,Quiz
Devops and Systems Integration,92,85,89,Advanced,Assignment
Web Development,89,87,93,Advanced,Assignment
Artificial Intelligence and Machine Learning,83,87,87,Advanced,Quiz
Software Engineering and Development,96,96,92,Advanced,Video
IT Project Management,78,99,86,Advanced,Quiz
Artificial Intelligence and Machine Learning,78,75,95,Advanced,Assignment
Artificial Intelligence and Machine Learning,87,72,100,Advanced,Assignment
IT Project Management,98,84,97,Advanced,Assignment
Database Management,90,88,98,Advanced,Assignment
Web Development,70,86,83,Beginner,Quiz
CyberSecurity,91,78,85,Advanced,Assignment
Web Development,94,88,72,Advanced,Video
Web Development,88,89,76,Advanced,Video
Network and System Administration,84,81,71,Advanced,Video
Web Development,74,84,89,Advanced,Quiz
Data Science and Analytics,73,83,75,Advanced,Quiz
Database Management,73,78,79,Advanced,Quiz
IT Project Management,72,98,77,Advanced,Quiz
Network and System Administration,80,92,84,Advanced,Quiz
Web Development,95,86,83,Advanced,Video
Artificial Intelligence and Machine Learning,100,91,74,Advanced,Video
Artificial Intelligence and Machine Learning,90,85,86,Advanced,Assignment
IT Project Management,79,85,93,Advanced,Quiz
Devops and Systems Integration,81,88,85,Advanced,Quiz
Data Science and Analytics,100,99,94,Advanced,Video
Network and System Administration,88,71,75,Advanced,Assignment
Cloud Computing,93,80,99,Advanced,Assignment
Data Science and Analytics,85,76,98,Advanced,Assignment
Data Science and Analytics,70,83,91,Beginner,Quiz
Artificial Intelligence and Machine Learning,74,93,80,Advanced,Quiz
Software Engineering and Development,73,87,95,Advanced,Quiz
Devops and Systems Integration,94,100,83,Advanced,Video
IT Project Management,89,83,85,Advanced,Assignment
Web Development,75,92,87,Advanced,Quiz
CyberSecurity,95,79,86,Advanced,Assignment
Database Management,97,91,80,Advanced,Video
IT Project Management,88,82,84,Advanced,Assignment
Data Science and Analytics,90,83,83,Advanced,Assignment
Software Engineering and Development,99,86,78,Advanced,Video
IT Project Management,75,83,79,Advanced,Quiz
Cloud Computing,82,100,79,Advanced,Video
Database Management,75,97,71,Advanced,Video
Software Engineering and Development,99,91,83,Advanced,Video
Database Management,77,94,78,Advanced,Quiz
Devops and Systems Integration,82,93,81,Advanced,Video
Artificial Intelligence and Machine Learning,83,96,95,Advanced,Quiz
Database Management,86,89,94,Advanced,Quiz
Database Management,83,88,82,Advanced,Video
Devops and Systems Integration,97,82,86,Advanced,Assignment
Artificial Intelligence and Machine Learning,83,94,98,Advanced,Quiz
Database Management,92,94,86,Advanced,Video
Data Science and Analytics,95,88,100,Advanced,Assignment
Cloud Computing,84,97,75,Advanced,Video
Network and System Administration,89,90,88,Advanced,Video
Artificial Intelligence and Machine Learning,89,75,76,Advanced,Assignment
Data Science and Analytics,91,87,79,Advanced,Video
Artificial Intelligence and Machine Learning,89,88,100,Advanced,Assignment
IT Project Management,73,99,73,Advanced,Quiz
Network and System Administration,79,72,92,Advanced,Assignment
Network and System Administration,76,87,89,Advanced,Quiz
Network and System Administration,71,72,74,Advanced,Quiz
Data Science and Analytics,73,75,73,Advanced,Quiz
Data Science and Analytics,72,100,90,Advanced,Quiz
Data Science and Analytics,72,96,84,Advanced,Quiz
Web Development,96,76,76,Advanced,Assignment
Data Science and Analytics,94,88,93,Advanced,Assignment
CyberSecurity,84,87,94,Advanced,Quiz
Database Management,73,88,98,Advanced,Quiz
Web Development,73,79,83,Advanced,Quiz
Database Management,72,82,98,Advanced,Quiz
Database Management,97,81,100,Advanced,Assignment
Web Development,93,83,96,Advanced,Assignment
Network and System Administration,71,100,80,Advanced,Quiz
Artificial Intelligence and Machine Learning,95,77,82,Advanced,Assignment
Cloud Computing,71,97,92,Advanced,Quiz
Web Development,73,80,73,Advanced,Quiz
Network and System Administration,98,88,100,Advanced,Assignment
CyberSecurity,82,73,76,Advanced,Assignment
Web Development,74,81,82,Advanced,Quiz
Cloud Computing,71,75,89,Advanced,Quiz
Data Science and Analytics,77,73,71,Advanced,Video
Network and System Administration,77,96,75,Advanced,Video
IT Project Management,92,96,72,Advanced,Video
Network and System Administration,91,83,71,Advanced,Video
CyberSecurity,82,93,84,Advanced,Quiz
Data Science and Analytics,90,92,84,Advanced,Video
Devops and Systems Integration,80,88,74,Advanced,Video
Network and System Administration,88,97,71,Advanced,Video
Devops and Systems Integration,84,91,78,Advanced,Video
Cloud Computing,97,87,96,Advanced,Assignment
Artificial Intelligence and Machine Learning,99,100,92,Advanced,Video
Artificial Intelligence and Machine Learning,94,98,72,Advanced,Video
CyberSecurity,92,85,95,Advanced,Assignment
Web Development,88,96,71,Advanced,Video
IT Project Management,74,85,82,Advanced,Quiz
CyberSecurity,95,96,91,Advanced,Video
Devops and Systems Integration,82,83,92,Advanced,Quiz
Software Engineering and Development,90,99,95,Advanced,Quiz
CyberSecurity,90,70,82,Beginner,Assignment
Artificial Intelligence and Machine Learning,73,71,94,Advanced,Assignment
Database Management,76,77,83,Advanced,Quiz
Database Management,88,98,88,Advanced,Quiz
Software Engineering and Development,97,77,97,Advanced,Assignment
Network and System Administration,75,86,91,Advanced,Quiz
Data Science and Analytics,81,91,98,Advanced,Quiz
Software Engineering and Development,76,71,79,Advanced,Assignment
Data Science and Analytics,99,76,82,Advanced,Assignment
IT Project Management,89,98,99,Advanced,Quiz
Artificial Intelligence and Machine Learning,79,77,92,Advanced,Assignment
Data Science and Analytics,91,92,95,Advanced,Quiz
Cloud Computing,90,97,72,Advanced,Video
Artificial Intelligence and Machine Learning,90,83,73,Advanced,Video
Network and System Administration,79,100,73,Advanced,Video
Software Engineering and Development,88,72,71,Advanced,Video
Web Development,90,73,95,Advanced,Assignment
Database Management,87,86,77,Advanced,Video
Devops and Systems Integration,75,83,90,Advanced,Quiz
Database Management,72,97,97,Advanced,Quiz
Data Science and Analytics,76,78,100,Advanced,Quiz
Network and System Administration,76,85,90,Advanced,Quiz
Cloud Computing,74,82,99,Advanced,Quiz
IT Project Management,89,99,77,Advanced,Video
Network and System Administration,90,100,79,Advanced,Video
Network and System Administration,94,95,80,Advanced,Video
Devops and Systems Integration,87,78,92,Advanced,Assignment
Data Science and Analytics,73,88,75,Advanced,Quiz
IT Project Management,71,73,91,Advanced,Quiz
Database Management,72,84,97,Advanced,Quiz
Artificial Intelligence and Machine Learning,79,91,89,Advanced,Quiz
Data Science and Analytics,72,89,71,Advanced,Video
Network and System Administration,92,100,83,Advanced,Video
Web Development,86,95,72,Advanced,Video
Devops and Systems Integration,95,71,76,Advanced,Assignment
Data Science and Analytics,75,73,91,Advanced,Assignment
CyberSecurity,86,74,99,Advanced,Assignment
Network and System Administration,85,75,79,Advanced,Assignment
CyberSecurity,85,86,80,Advanced,Video
Web Development,76,82,72,Advanced,Video
Data Science and Analytics,91,98,94,Advanced,Quiz
Cloud Computing,86,100,79,Advanced,Video
CyberSecurity,97,89,95,Advanced,Assignment
Artificial Intelligence and Machine Learning,79,91,88,Advanced,Quiz
Database Management,80,95,73,Advanced,Video
Artificial Intelligence and Machine Learning,82,76,100,Advanced,Assignment
Network and System Administration,83,83,90,Advanced,Quiz
Data Science and Analytics,91,77,86,Advanced,Assignment
Web Development,92,87,88,Advanced,Assignment
Data Science and Analytics,94,97,82,Advanced,Video
IT Project Management,98,78,86,Advanced,Assignment
CyberSecurity,96,77,81,Advanced,Assignment
Web Development,92,86,100,Advanced,Assignment
IT Project Management,84,81,77,Advanced,Video
CyberSecurity,86,88,75,Advanced,Video
Network and System Administration,96,79,90,Advanced,Assignment
Network and System Administration,83,71,85,Advanced,Assignment
Software Engineering and Development,99,98,98,Advanced,Assignment
CyberSecurity,83,93,73,Advanced,Video
Network and System Administration,97,97,100,Advanced,Quiz
Data Science and Analytics,83,75,100,Advanced,Assignment
Cloud Computing,90,98,84,Advanced,Video
Data Science and Analytics,73,98,97,Advanced,Quiz
Cloud Computing,99,86,94,Advanced,Assignment
Web Development,94,95,74,Advanced,Video
Devops and Systems Integration,98,90,88,Advanced,Video
Cloud Computing,96,87,89,Advanced,Assignment
Devops and Systems Integration,76,95,87,Advanced,Quiz
Data Science and Analytics,77,79,79,Advanced,Quiz
Software Engineering and Development,71,97,94,Advanced,Quiz
Software Engineering and Development,70,95,75,Beginner,Quiz
CyberSecurity,83,83,76,Advanced,Video
Web Development,72,93,97,Advanced,Quiz
Web Development,85,70,81,Beginner,Assignment
Database Management,79,80,91,Advanced,Quiz
CyberSecurity,98,88,88,Advanced,Assignment
Network and System Administration,77,95,87,Advanced,Quiz
Data Science and Analytics,99,87,98,Advanced,Assignment
Web Development,94,70,71,Beginner,Assignment
Web Development,93,96,91,Advanced,Video
Web Development,72,79,74,Advanced,Quiz
Cloud Computing,91,87,83,Advanced,Video
Data Science and Analytics,92,85,97,Advanced,Assignment
Devops and Systems Integration,93,99,87,Advanced,Video
Artificial Intelligence and Machine Learning,99,89,71,Advanced,Video
Cloud Computing,74,95,98,Advanced,Quiz
Devops and Systems Integration,100,75,76,Advanced,Assignment
Database Management,84,87,95,Advanced,Quiz
CyberSecurity,99,93,97,Advanced,Assignment
IT Project Management,83,88,81,Advanced,Video
Cloud Computing,89,93,81,Advanced,Video
CyberSecurity,88,87,84,Advanced,Video
CyberSecurity,77,97,89,Advanced,Quiz
Database Management,77,92,85,Advanced,Quiz
Software Engineering and Development,97,87,75,Advanced,Video
Cloud Computing,77,96,72,Advanced,Video
CyberSecurity,90,90,77,Advanced,Video
Network and System Administration,85,93,79,Advanced,Video
Network and System Administration,77,94,88,Advanced,Quiz
Data Science and Analytics,96,76,76,Advanced,Assignment
Software Engineering and Development,75,73,93,Advanced,Assignment
Web Development,74,93,98,Advanced,Quiz
Artificial Intelligence and Machine Learning,71,85,98,Advanced,Quiz
Devops and Systems Integration,82,94,81,Advanced,Video
Database Management,95,87,80,Advanced,Video
Software Engineering and Development,79,73,76,Advanced,Assignment
Web Development,93,98,94,Advanced,Quiz
Cloud Computing,95,93,91,Advanced,Video
Network and System Administration,72,93,76,Advanced,Quiz
CyberSecurity,88,85,100,Advanced,Assignment
Artificial Intelligence and Machine Learning,74,96,80,Advanced,Quiz
Web Development,77,92,75,Advanced,Video
Data Science and Analytics,89,75,94,Advanced,Assignment
Artificial Intelligence and Machine Learning,96,96,79,Advanced,Video
Cloud Computing,76,100,86,Advanced,Quiz
Data Science and Analytics,82,74,72,Advanced,Video
Data Science and Analytics,98,98,93,Advanced,Video
Cloud Computing,99,100,82,Advanced,Video
CyberSecurity,97,84,98,Advanced,Assignment
Devops and Systems Integration,98,95,99,Advanced,Assignment
CyberSecurity,87,74,88,Advanced,Assignment
Network and System Administration,98,85,77,Advanced,Video
Cloud Computing,90,96,72,Advanced,Video
IT Project Management,83,72,96,Advanced,Assignment
CyberSecurity,76,88,100,Advanced,Quiz
Web Development,90,84,91,Advanced,Assignment
Devops and Systems Integration,71,74,84,Advanced,Quiz
Web Development,96,89,86,Advanced,Video
Network and System Administration,86,89,99,Advanced,Quiz
Database Management,76,86,88,Advanced,Quiz
Artificial Intelligence and Machine Learning,70,79,86,Beginner,Quiz
CyberSecurity,74,71,95,Advanced,Assignment
IT Project Management,91,88,99,Advanced,Assignment
Database Management,97,92,90,Advanced,Video
